title,price,processor,ram,ssd,display,os
HP Victus AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,75793.0,AMD Ryzen 7 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,194990.0,Intel Core i9 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
ASUS TUF Gaming F17 with 90Whr Battery Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Ho...,98299.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,43.94 cm (17.3 Inch) Display,64 bit Windows 11 Operating System
MSI Stealth 18 HX AI Intel Core Ultra 9 275HX - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ...,279990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,2 TB SSD,45.72 cm (18 Inch) Display,64 bit Windows 11 Operating System
MSI Crosshair A17 HX D8W AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,179990.0,AMD Ryzen 9 16 Core Processor,16 GB DDR5 RAM,1 TB SSD,43.18 cm (17 Inch) Display,64 bit Windows 11 Operating System
MSI Katana GF66 Intel Core i7 12th Gen 12650H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,83990.0,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,154990.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,64 bit Windows 11 Home Operating System
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...,63390.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
MSI Raider A18 HX AMD Ryzen 9 16 Core 7th Gen 7945HX - (32 GB/1 TB SSD/Windows 11 Pro/12 GB Graphics/N...,269990.0,AMD Ryzen 9 16 Core Processor (7th Gen),32 GB DDR5 RAM,1 TB SSD,45.72 cm (18 Inch) Display,Windows 11 Operating System
MSI AMD Ryzen 7 Octa Core 8840H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4...,99990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
MSI Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,69990.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Acer Nitro V Intel Core i7 14th Gen 14650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,98899.0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
MSI GF65 Thin Intel Hexa Core i5 10th Gen 10500H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVI...,94990.0,Intel Hexa Core i5 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
Acer Nitro V Intel Core i5 14th Gen 14450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,90990.0,Intel Core i5 Processor (14th Gen),16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
Acer Predator Helios 300 Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,109990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
MSI GP66 Leopard Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA ...,144990.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,159990.0,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
ASUS Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,85990.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Touchscreen Display,Windows 11 Operating System
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,146990.0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
ASUS ROG Zephyrus G14 OLED AMD Ryzen 9 Octa Core 8945HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphic...,169990.0,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5X RAM,1 TB SSD,35.56 cm (14 inch) Display,Windows 11 Home Operating System
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,73990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,73490.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/Intel Integrated NVIDIA® Ge...,74990.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,69990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,71990.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
MSI Katana 15 Intel Core 7 240H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 405...,99990.0,Intel Core 7 Processor,16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce...,448490.0,Intel Core Ultra 9 Processor,32 GB LPDDR5X RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Home Operating System
ASUS TUF Gaming F17 Intel Core i5 10th Gen 10300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,73990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,43.94 cm (17.3 inch) Display,64 bit Windows 10 Operating System
ASUS TUF AMD Ryzen 7 Quad Core 3750H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,66990.0,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,43.94 cm (17.3 inch) Display,64 bit Windows 10 Operating System
Acer Predator Helios 300 Intel Core i7 11th Gen 11800H - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 ...,121990.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,Windows 10 Operating System
Acer Gaming Intel Core i7 12th Gen 12700H - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,98800.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB HDD|512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,69499.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,38.86 cm (15.3 Inch) Display,Windows 11 Operating System
Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,79990.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 Inch) Display,64 bit Windows 11 Home Operating System
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,71850.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/...,93990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i7 14th gen) Intel Core 7 240...",109599.0,Intel Core 7 Processor,16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 Inch) Display,Windows 11 Home Operating System
ASUS TUF Gaming F16 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,91753.0,Intel Core 5 Processor,16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
DELL Inspiron Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,79490.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
ASUS TUF Gaming F17 Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,121999.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,43.94 cm (17.3 Inch) Display,64 bit Windows 11 Operating System
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6...,60677.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
MSI Katana GF66 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,74990.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
MSI Katana 15 HX Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,127990.0,Intel Core i9 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP OMEN AI PC OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,185400.0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,1 TB SSD,35.56 cm (14 inch) Display,64 bit Windows 11 Operating System
HP Intel Core 7 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5060) 15-fa2405TX G...,119990.0,Intel Core 7 Processor,24 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
HP Victus AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,64599.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
Lenovo 7235HS AMD Core 5 RYZEN 5 7235HS - (12 GB + 16 GB Optane/512 GB SSD/Windows 11 Home/6 GB Graphi...,71900.0,AMD Core 5 Processor,12 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
HP Intel Core 7 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 15-fa2409TX G...,110990.0,Intel Core 7 Processor,24 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
MSI Katana A15 AI AMD Ryzen 9 Octa Core AMD Ryzen™ 9 8945HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB G...,115990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
MSI Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,68990.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Acer Aspire 7 Intel Core 7 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ...,99999.0,Intel Core 7 Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP Omen Ryzen 7 AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,91990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,40.89 cm (16.1 Inch) Display,64 bit Windows 11 Operating System
Acer Predator Helios Neo 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,167999.0,Intel Core i9 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
ASUS AMD Ryzen 7 Octa Core 4th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,70990.0,AMD Ryzen 7 Octa Core Processor (4th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
ASUS VIVOBOOK 14X Intel Core i9 13th Gen i9-13900H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVI...,138990.0,Intel Core i9 Processor (13th Gen),16 GB DDR4 RAM,1 TB SSD,35.56 cm (14 inch) Display,64 bit Windows 11 Home Operating System
Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,79990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP Envy Intel Core i5 10th Gen 10300H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,139900.0,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer Nitro 5 AMD Ryzen 7 Octa Core 7735HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,98999.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,72990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Acer Nitro 5 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,72999.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gr...,77990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/...,85990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
Acer Nitro 5 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,107990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,114000.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,40.89 cm (16.1 inch) Display,Windows 11 Operating System
HP Intel Core 5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX NVIDIA® ...,85990.0,Intel Core 5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
Acer Nitro 5 Intel Core i5 8th Gen 8300H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,66890.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
MSI Stealth 16 Mercedes AMG Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Pro/8 GB Graphi...,288200.0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,64 bit Windows 11 Operating System
MSI Raider GE66 Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,244990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Lenovo AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX GTX ...,78990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,58990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,83990.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
ASUS ROG Strix G16 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB ...,275990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,79500.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,40.89 cm (16.1 Inch) Display,64 bit Windows 11 Operating System
Lenovo Legion Pro 5 Intel Core Ultra 7 255HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,265890.0,Intel Core Ultra 7 Processor,32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,64 bit Windows 11 Home Operating System
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,174999.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,64 bit Windows 11 Home Operating System
Lenovo IdeaPad Pro 5 AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,128990.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5X RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
MSI Stealth 17 Intel Core i7 13th Gen 13700H - (16 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,347990.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,2 TB SSD,43.94 cm (17.3 Inch) Display,Windows 11 Operating System
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,194990.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,64 bit Windows 11 Home Operating System
DELL 18 Area 51 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeFor...,316990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,45.72 cm (18 inch) Display,Windows 11 Operating System
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,137142.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,40.89 cm (16.1 inch) Display,Windows 11 Home Operating System
MSI Vector GP78HX Intel Core i9 13th Gen 13980HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVID...,409990.0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,2 TB SSD,43.18 cm (17 Inch) Display,Windows 11 Operating System
Acer NITRO LITE 16 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,79990.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 Inch) Display,64 bit Windows 11 Home Operating System
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/...,184990.0,AMD Ryzen 9 16 Core Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
MSI Vector GP68HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVID...,335990.0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
MSI Creator Z17 HX Studio Intel Core i7 14th Gen 14700HX - (32 GB/2 TB SSD/Windows 11 Pro/8 GB Graphic...,249990.0,Intel Core i7 Processor (14th Gen),32 GB DDR5 RAM,2 TB SSD,43.18 cm (17 Inch) Touchscreen Display,Windows 11 Operating System
MSI Stealth 16 AI Studio Intel Core Ultra 9 185H - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,229990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,2 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
MSI Creator Z17 HX Studio Intel Core i7 14th Gen 14700HX - (32 GB/2 TB SSD/Windows 11 Pro/8 GB Graphic...,259990.0,Intel Core i7 Processor (14th Gen),32 GB DDR5 RAM,2 TB SSD,43.18 cm (17 Inch) Touchscreen Display,Windows 11 Operating System
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (16 GB/1 TB ...,169990.0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,214990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
MSI Pulse 17 AI Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,182990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,43.18 cm (17 Inch) Display,Windows 11 Operating System
MSI Pulse 16 AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,179990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
DELL 16 Area 51 Intel Core Ultra 9 275HX - (64 GB/2 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA GeFor...,472990.0,Intel Core Ultra 9 Processor,64 GB DDR5 RAM,2 TB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
MSI Pulse 16 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,142990.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
ASUS ROG Strix SCAR 18 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (64 GB/2...,449990.0,Intel Core Ultra 9 Processor,64 GB DDR5 RAM,2 TB SSD,45.72 cm (18 inch) Display,Windows 11 Home Operating System
ASUS ROG Zephyrus G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 285H - (32 GB/2 TB SSD/...,359990.0,Intel Core Ultra 9 Processor,32 GB LPDDR5X RAM,2 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
MSI Pulse 17 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,164990.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,1 TB SSD,43.18 cm (17 Inch) Display,Windows 11 Operating System
DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,217990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,288490.0,Intel Core Ultra 9 Processor,32 GB LPDDR5X RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Home Operating System
