title,price,processor,ram,ssd,display,os
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,69990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,72990.0,AMD Ryzen 7 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Home Operating System
Acer Aspire 7 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4...,74990.0,Intel Core 5 Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Home Operating System
MSI Vector GP68HX Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,229990.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
HP OMEN Slim Intel Core Ultra 7 255H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,144990.0,Intel Core Ultra 7 Processor,24 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
MSI CYBORG Intel Core Ultra 5 14 CORE - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,82990.0,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
Acer Nitro 5 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,92990.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Acer Aspire 7 Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,72990.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,72199.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Acer Nitro 5 AMD Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,59999.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
Lenovo 12450HX Intel Core i5 12th Gen 12450hx - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,63890.0,Intel Core i5 Processor (12th Gen),12 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
DELL G15-5530 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce ...,112188.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Acer Predator Helios 300 Intel Core i9 12th Gen 12900H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics...,198999.0,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
Acer Nitro V Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,86886.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Acer Nitro V Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59999.0,Intel Core i5 Processor (13th Gen),8 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Lenovo Legion 5 Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,129990.0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
MSI Vector 16 HX A Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA Ge...,299990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,64 bit Windows 11 Operating System
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,171990.0,Intel Core i7 Processor (14th Gen),32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
Acer Nitro V 15 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,99999.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,84990.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Home Operating System
Lenovo LOQ Intel Core i7 12th Gen Core i7-12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,83990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,75400.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,71799.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,154990.0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
Acer Nitro 5 AMD Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,63000.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
Lenovo LOQ 15ARP9 AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,68990.0,AMD Ryzen 5 Quad Core Processor,12 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Home Operating System
MSI GF63 Thin Intel Core i5 9th Gen 9300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,58990.0,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
HP OMEN Intel Core 7 240H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 16-...,122990.0,Intel Core 7 Processor,24 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Home Operating System
Lenovo Legion 5 AMD Ryzen 7 Octa Core 260 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,206390.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,38.86 cm (15.3 inch) Display,64 bit Windows 11 Home Operating System
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,98990.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
ASUS ROG Zephyrus G15 AMD Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,178999.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,58990.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Infinix GT Book Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,91990.0,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,512 GB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
ASUS ROG Zephyrus G16 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,175190.0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
HP Victus 15 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,85990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,119990.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,72006.0,Intel Core i5 Processor (12th Gen),12 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
Acer ALG Gaming Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,73990.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
MSI Raider 18 HX AI Intel Core Ultra 9 285HX - (64 GB/4 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA G...,499990.0,Intel Core Ultra 9 Processor,64 GB DDR5 RAM,4 TB SSD,45.72 cm (18 inch) Display,64 bit Windows 11 Operating System
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,99990.0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
MSI Vector A18 HX AMD Ryzen 9 16 Core 9955HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA G...,339990.0,AMD Ryzen 9 16 Core Processor,32 GB DDR5 RAM,2 TB SSD,45.72 cm (18 Inch) Display,64 bit Windows 11 Operating System
ASUS ROG Zephyrus G14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 Octa Core 270 - (16 GB/1 TB SS...,199990.0,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5X RAM,1 TB SSD,35.56 cm (14 inch) Display,Windows 11 Home Operating System
HP Victus 39 TOPS AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,95862.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Colorful Evol P-15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,99990.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
DELL AMD Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,114890.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
MSI Titan GT77 Intel Core i9 13th Gen 13980HX - (64 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ...,548990.0,Intel Core i9 Processor (13th Gen),64 GB DDR5 RAM,2 TB SSD,43.94 cm (17.3 Inch) Display,Windows 11 Operating System
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,75990.0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,73990.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
ASUS ROG Strix G16 AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,157888.0,AMD Ryzen 9 16 Core Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
MSI Katana 15 HX Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,128000.0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
DELL G15-5530 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,89990.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
ASUS ROG Strix G15 AMD Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/...,110599.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
Acer AMD Ryzen 5 Hexa Core 6600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,98990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
"ASUS Vivobook 16X for Creator, Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",72990.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
ASUS ROG Strix SCAR 15 (2021) AMD Ryzen 9 Octa Core 5900HX - (32 GB/1 TB SSD/Windows 10 Home/8 GB Grap...,184990.0,AMD Ryzen 9 Octa Core Processor,32 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
DELL Alienware x14 R2 Intel Core i7 13th Gen i7-13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics...,151990.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,35.56 cm (14 inch) Display,64 bit Windows 11 Home Operating System
HP Victus AMD Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,76549.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,512 GB SSD,40.89 cm (16.1 inch) Display,64 bit Windows 11 Operating System
DELL G3 Intel Core i7 10th Gen 10750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce...,102990.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
Infinix GT Series Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,149990.0,Intel Core i9 Processor (13th Gen),32 GB LPDDR5X RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
Acer Aspire 7 Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,59999.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
ASUS TUF Gaming F15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,64990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Home Operating System
DELL G3 Intel Core i5 10th Gen 10300H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,71990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,120990.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,40.89 cm (16.1 inch) Display,64 bit Windows 11 Operating System
MSI GF63 Thin Intel Core i7 10th Gen 10750H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,70990.0,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,91190.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,70050.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,69742.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Lenovo Ideapad Gaming 3i Intel Core i5 10th Gen 10300H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 G...,69990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
ASUS Intel Ryzen 7 Octa Core 6th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon ?AMD R...,121999.0,Intel Ryzen 7 Octa Core Processor (6th Gen),16 GB DDR5 RAM,1 TB SSD,35.56 cm (14 inch) Display,Windows 11 Operating System
Acer AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4...,109500.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
MSI Stealth 18 Studio AI PC Intel Core Ultra 9 1st Gen 185H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Gr...,289990.0,Intel Core Ultra 9 Processor (1st Gen),32 GB DDR5 RAM,2 TB SSD,45.72 cm (18 Inch) Display,Windows 11 Operating System
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/...,239990.0,AMD Ryzen 9 16 Core Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
Lenovo Legion 5 Intel Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,126065.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Acer Nitro 5 AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,78500.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
HP Victus AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,70990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Acer Predator Helios Neo 16S AI Intel Core Ultra 9 - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,209990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,64 bit Windows 11 Home Operating System
MSI Crosshair A16 HX AMD Ryzen 9 16 Core 8940 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,223990.0,AMD Ryzen 9 16 Core Processor,16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,64 bit Windows 11 Operating System
HP OMEN Intel Core i9 13th Gen 13900HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,240990.0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
DELL Inspiron Intel Core i5 13th Gen 13450HX - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,71490.0,Intel Core i5 Processor (13th Gen),8 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
DELL Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G...,79990.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
HP AMD Ryzen 5 - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon AMD Radeon™ RX 6500M Graphi...,61999.0,AMD Ryzen 5 Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
DELL G15-5530 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,84890.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP OMEN AMD Ryzen AI 7 Octa Core AI 7 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,132990.0,AMD Ryzen AI 7 Octa Core Processor,24 GB DDR5 RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
MSI AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,75990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon ...,65990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,152990.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,40.89 cm (16.1 Inch) Display,Windows 11 Operating System
"ASUS Vivobook 16X For Creator, Intel H Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Window...",77990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
"ASUS Vivobook Pro 16 OLED For Creator, Intel H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SS...",146100.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
MSI Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,77990.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
MSI GL Series Intel Core i5 8th Gen 8300H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,63990.0,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
MSI AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,81990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
GIGABYTE AORUS MASTER 16 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVI...,429990.0,Intel Core Ultra 9 Processor,32 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Home Operating System
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...",68990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
MSI Thin A15 B7UC AMD Ryzen 5 Hexa Core 7535HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,71190.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP OMEN Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,148500.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,40.89 cm (16.1 Inch) Display,Windows 11 Operating System
ASUS TUF Gaming A14 AMD Ryzen AI 9 12 Core HX 370 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVID...,149990.0,AMD Ryzen AI 9 12 Core Processor,16 GB LPDDR5X RAM,1 TB SSD,35.56 cm (14 inch) Display,Windows 11 Home Operating System
